titulo_documento_origem,titulo_documento_destino,Recomendacoes
Rota dos Sete Lagos - De Bariloche a San Martín de los Andes,Grandes Lagos da América do Norte,28
Rota dos Sete Lagos - De Bariloche a San Martín de los Andes,Lago Ranco,19
Rota dos Sete Lagos - De Bariloche a San Martín de los Andes,Lago Lácar,18
Rota dos Sete Lagos - De Bariloche a San Martín de los Andes,Lago Yellowstone,10
Routeburn Track - Caminhando pelas montanhas até o Lake Mackenzie,Fiordland,59
Routeburn Track - Caminhando pelas montanhas até o Lake Mackenzie,História das Ilhas Cook,11
Routeburn Track - Caminhando pelas montanhas até o Lake Mackenzie,Portal:Nova Zelândia/Imagem selecionada,10
Routeburn Track - Caminhando pelas montanhas até o Lake Mackenzie,Alpes do Sul,9
Routeburn Track - Caminhando pelas montanhas até o Lake Mackenzie,Ilha Kapiti,9
Routeburn Track - Do Lake Mackenzie Hut ao The Divide,Fiordland,54
Routeburn Track - Do Lake Mackenzie Hut ao The Divide,Estreito de Cook,22
Routeburn Track - Do Lake Mackenzie Hut ao The Divide,Portal:Nova Zelândia/Imagem selecionada,15
Routeburn Track - Do Lake Mackenzie Hut ao The Divide,História das Ilhas Cook,14
Routeburn Track - Do Lake Mackenzie Hut ao The Divide,Ilha Kapiti,12
Routeburn Track - Do Routeburn Shelter ao Routeburn Falls Hut,Cabo Maria van Diemen,25
Routeburn Track - Do Routeburn Shelter ao Routeburn Falls Hut,Fiordland,23
Routeburn Track - Do Routeburn Shelter ao Routeburn Falls Hut,História das Ilhas Cook,15
Routeburn Track - Do Routeburn Shelter ao Routeburn Falls Hut,Guerras da Nova Zelândia,10
Routeburn Track - Do Routeburn Shelter ao Routeburn Falls Hut,Rio Allen,9
"Saltos del Petrohué, linda paisagem da Região dos Lagos do Chile",Osorno (província),30
"Saltos del Petrohué, linda paisagem da Região dos Lagos do Chile",Osorno (vulcão),17
"Saltos del Petrohué, linda paisagem da Região dos Lagos do Chile",Parque Estadual do Xingu,12
"Saltos del Petrohué, linda paisagem da Região dos Lagos do Chile",Parque Nacional Lauca,12
"Saltos del Petrohué, linda paisagem da Região dos Lagos do Chile",Bacia de Badwater,11
Santa Catarina na Bagagem e a Praia do Rosa,Território organizado dos Estados Unidos,71
Santa Catarina na Bagagem e a Praia do Rosa,Ilha Jacquemart,24
Santa Catarina na Bagagem e a Praia do Rosa,Lista de regiões geográficas intermediárias e imediatas de Santa Catarina,20
Santa Catarina na Bagagem e a Praia do Rosa,Institutos históricos e geográficos do Brasil,16
Santa Catarina na Bagagem e a Praia do Rosa,Morro da Boa Vista,13
Santiago - Bairro Paris-Londres,Barracas (Buenos Aires),32
Santiago - Bairro Paris-Londres,Vale do São Francisco,15
Santiago - Bairro Paris-Londres,Lista de estados brasileiros por número de municípios,12
Santiago - Bairro Paris-Londres,Memorial Maria Aragão,11
Santiago - Bairro Paris-Londres,Diego Flórez de Valdés,10
Santiago - Catedral Metropolitana de Santiago,Wikipédia:Lista de predefinições/Esboços/Geografia,18
Santiago - Catedral Metropolitana de Santiago,Praça Pedro II (São Luís),15
Santiago - Catedral Metropolitana de Santiago,Barracas (Buenos Aires),10
Santiago - Catedral Metropolitana de Santiago,Linares (Chile),10
Santiago - Catedral Metropolitana de Santiago,Praça Gonçalves Dias (São Luís),10
Santiago - Cerro San Cristóbal,Urbanização na Argentina,31
Santiago - Cerro San Cristóbal,Praça Pedro II (São Luís),15
Santiago - Cerro San Cristóbal,Lista de concentrações urbanas do Brasil por população,12
Santiago - Cerro San Cristóbal,Sertanismo,12
Santiago - Cerro San Cristóbal,Falha de Santo André,11
Santiago - Cerro Santa Lucía,Cerro Santa Lucía,127
Santiago - Cerro Santa Lucía,Bernardo O'Higgins,24
Santiago - Cerro Santa Lucía,Instituto Histórico e Geográfico de Tiradentes,10
Santiago - Cerro Santa Lucía,Chefe Tenaya,9
Santiago - Cerro Santa Lucía,Estação Ecológica de Itirapina,8
Santiago - City Tour em Ônibus Hop-On Hop-Off,Cerro Catedral,26
Santiago - City Tour em Ônibus Hop-On Hop-Off,Parque da Gare,18
Santiago - City Tour em Ônibus Hop-On Hop-Off,Auto Club Speedway,12
Santiago - City Tour em Ônibus Hop-On Hop-Off,Bella Vista (Corrientes),11
Santiago - City Tour em Ônibus Hop-On Hop-Off,Center City (Filadélfia),11
Santiago - Entardecer no Cerro San Cristóbal,Cerro Catedral,73
Santiago - Entardecer no Cerro San Cristóbal,Comissão do 11 de Setembro,13
Santiago - Entardecer no Cerro San Cristóbal,Cordillera (província do Chile),12
Santiago - Entardecer no Cerro San Cristóbal,Jornada del Muerto,10
Santiago - Entardecer no Cerro San Cristóbal,San Ignacio Miní,10
Santiago - Mercado Central,Urbanização na Argentina,29
Santiago - Mercado Central,Bicentenário da Argentina,16
Santiago - Mercado Central,Gold Country,9
Santiago - Mercado Central,Memorial Maria Aragão,9
Santiago - Mercado Central,Humanoide do Atacama,9
Santiago - Museu de Arte Pré-Colombiana Fechado para Reforma,Regiões da Argentina,31
Santiago - Museu de Arte Pré-Colombiana Fechado para Reforma,Campinarana,21
Santiago - Museu de Arte Pré-Colombiana Fechado para Reforma,Campanha dos Pobres,10
Santiago - Museu de Arte Pré-Colombiana Fechado para Reforma,Chile no Festival da OTI,10
Santiago - Museu de Arte Pré-Colombiana Fechado para Reforma,Campanha do Deserto,9
Santiago - Palacio de la Moneda,Antelope Canyon,15
Santiago - Palacio de la Moneda,Grand Canyon,11
Santiago - Palacio de la Moneda,Golpe de Estado no Chile em 1973,10
Santiago - Palacio de la Moneda,Parque Nacional do Grand Canyon,10
Santiago - Palacio de la Moneda,Glaciar Mendenhall,8
Santiago - Post índice,Coronel (Chile),12
Santiago - Post índice,Cordilheira da Costa do Pacífico Sul,10
Santiago - Post índice,Linares (Chile),10
Santiago - Post índice,Antelope Canyon,10
Santiago - Post índice,Academia Chilena de Ciências,8
Santiago - Restaurante Aquí Está Coco,Hualqui,69
Santiago - Restaurante Aquí Está Coco,Grande Concepción,31
Santiago - Restaurante Aquí Está Coco,Florida (Chile),10
Santiago - Restaurante Aquí Está Coco,Centro-Sul do Alasca,9
Santiago - Restaurante Aquí Está Coco,Bicentenário da Argentina,8
Santiago - Restaurante Backstage Experience,Aeroporto Internacional Midway,17
Santiago - Restaurante Backstage Experience,Wikipédia:Lista de predefinições/Esboços/Geografia,17
Santiago - Restaurante Backstage Experience,Cordillera (província do Chile),14
Santiago - Restaurante Backstage Experience,Lista dos vencedores do Emmy Internacional,11
Santiago - Restaurante Backstage Experience,Planícies Interiores,11
Santiago - Restaurante Fukai Sushi Lounge and Asian Bistro,Território organizado dos Estados Unidos,22
Santiago - Restaurante Fukai Sushi Lounge and Asian Bistro,Estação Ecológica de Pirapitinga,14
Santiago - Restaurante Fukai Sushi Lounge and Asian Bistro,Old Faithful,10
Santiago - Restaurante Fukai Sushi Lounge and Asian Bistro,Academia Chilena de Ciências,9
Santiago - Restaurante Fukai Sushi Lounge and Asian Bistro,Cerro Catedral,9
Santiago - Restaurante Liguria,Lautaro (toqui),39
Santiago - Restaurante Liguria,Primeira Junta,17
Santiago - Restaurante Liguria,Cerro Catedral,14
Santiago - Restaurante Liguria,Reserva Biológica Marinha do Arvoredo,12
Santiago - Restaurante Liguria,Mimulus rupicola,8
Santiago - Tirando suas dúvidas - Ask me,Área de Proteção Ambiental do Rio Curiaú,17
Santiago - Tirando suas dúvidas - Ask me,Old Faithful,11
Santiago - Tirando suas dúvidas - Ask me,Frutillar,8
Santiago - Tirando suas dúvidas - Ask me,Monte Diablo,8
Santiago - Tirando suas dúvidas - Ask me,Llanquihue,7
Santiago - Vinícola Concha y Toro,Urbanização na Argentina,14
Santiago - Vinícola Concha y Toro,Aeroporto Internacional Midway,11
Santiago - Vinícola Concha y Toro,Bicentenário da Argentina,9
Santiago - Vinícola Concha y Toro,Plaza de Mayo,9
Santiago - Vinícola Concha y Toro,Corredor do Atacama,8
Serra do Cipó - Trilha para Cachoeira da Farofa,Bacia do rio Paraíba do Sul,39
Serra do Cipó - Trilha para Cachoeira da Farofa,Parque Estadual Serra do Brigadeiro,17
Serra do Cipó - Trilha para Cachoeira da Farofa,Cerro Chanka,14
Serra do Cipó - Trilha para Cachoeira da Farofa,Parque Estadual Encontro das Águas,12
Serra do Cipó - Trilha para Cachoeira da Farofa,Allamoore,7
Seward - Alaska SeaLife Center,American Academy of Arts and Letters,32
Seward - Alaska SeaLife Center,Ilhas Subantárcticas Neozelandesas,22
Seward - Alaska SeaLife Center,Aeroporto Internacional Midway,9
Seward - Alaska SeaLife Center,Glaciar Fox,8
Seward - Alaska SeaLife Center,Polinizadores do cerrado,8
Seward Highway - Alaska Wildlife Conservation Center,Parque Nacional e Reserva de Denali,23
Seward Highway - Alaska Wildlife Conservation Center,Grande Ecossistema de Yellowstone,18
Seward Highway - Alaska Wildlife Conservation Center,Comissão do 11 de Setembro,15
Seward Highway - Alaska Wildlife Conservation Center,Cerro Catedral,13
Seward Highway - Alaska Wildlife Conservation Center,Monte Denali,12
Seward Highway - Entre Montanhas e Glaciares no Alasca,Península de Kenai,48
Seward Highway - Entre Montanhas e Glaciares no Alasca,Dalton Highway,27
Seward Highway - Entre Montanhas e Glaciares no Alasca,Monte Denali,26
Seward Highway - Entre Montanhas e Glaciares no Alasca,Glaciar Mendenhall,11
Seward Highway - Entre Montanhas e Glaciares no Alasca,Wikipédia:Lista de predefinições/Esboços/Geografia,11
Seward a Anchorage - Viajando de Trem pela Alaska Railroad,Monte Denali,32
Seward a Anchorage - Viajando de Trem pela Alaska Railroad,Llanquihue,26
Seward a Anchorage - Viajando de Trem pela Alaska Railroad,Parque Nacional de Yosemite,21
Seward a Anchorage - Viajando de Trem pela Alaska Railroad,Península de Kenai,18
Seward a Anchorage - Viajando de Trem pela Alaska Railroad,Lista de parques estaduais do Alasca,15
São João del Rei - Garden Hill Small Resort,Greystone Mansion,14
São João del Rei - Garden Hill Small Resort,Planalto Serrano,14
São João del Rei - Garden Hill Small Resort,Castelo da Cinderela,10
São João del Rei - Garden Hill Small Resort,Demografia da Argentina,10
São João del Rei - Garden Hill Small Resort,Lista de capitais do Brasil,10
São Luís - Centro Histórico em Festa,Departamento de Patrimônio Histórico (São Paulo),30
São Luís - Centro Histórico em Festa,Praça Pedro II (São Luís),30
São Luís - Centro Histórico em Festa,Serra da Copaoba,27
São Luís - Centro Histórico em Festa,Praça João Lisboa,25
São Luís - Centro Histórico em Festa,Aldao (San Lorenzo),17
São Luís - Centro de Cultura Popular Domingos Vieira Filho,Carta do Folclore Brasileiro,58
São Luís - Centro de Cultura Popular Domingos Vieira Filho,Praça Pedro II (São Luís),27
São Luís - Centro de Cultura Popular Domingos Vieira Filho,Praça João Lisboa,14
São Luís - Centro de Cultura Popular Domingos Vieira Filho,Parque Estadual Delta do Jacuí,11
São Luís - Centro de Cultura Popular Domingos Vieira Filho,Cerro Santa Lucía,10
São Luís - Cidade dos Azulejos,Praça Pedro II (São Luís),58
São Luís - Cidade dos Azulejos,Praça João Lisboa,31
São Luís - Cidade dos Azulejos,Departamento de Patrimônio Histórico (São Paulo),22
São Luís - Cidade dos Azulejos,Urbanização na Argentina,16
São Luís - Cidade dos Azulejos,Aldao (San Lorenzo),11
São Luís - Conhecendo o São João do Maranhão,Monte Fitz Roy,26
São Luís - Conhecendo o São João do Maranhão,Lista de premiações especiais do Miss USA,23
São Luís - Conhecendo o São João do Maranhão,Nevoeiro de São Francisco,14
São Luís - Conhecendo o São João do Maranhão,Vice-reis do Rio da Prata,14
São Luís - Conhecendo o São João do Maranhão,Burning Man,12
São Luís - Igreja da Sé,Praça Pedro II (São Luís),49
São Luís - Igreja da Sé,Reserva Particular do Patrimônio Natural Santuário Caraça,31
São Luís - Igreja da Sé,Praça João Lisboa,22
São Luís - Igreja da Sé,Wikipédia:Lista de predefinições/Esboços/Geografia,18
São Luís - Igreja da Sé,Santa María la Mayor,15
São Luís - Post Índice,Região Geográfica Intermediária de São Luís,22
São Luís - Post Índice,Reserva da Biosfera do Cinturão Verde de São Paulo,20
São Luís - Post Índice,Praça João Lisboa,20
São Luís - Post Índice,Chapada Guarani,17
São Luís - Post Índice,Praça Pedro II (São Luís),17
São Luís - Restaurante Cabana do Sol,Lista de premiações especiais do Miss USA,20
São Luís - Restaurante Cabana do Sol,Canton Bulldogs,18
São Luís - Restaurante Cabana do Sol,Campo de Perizes,15
São Luís - Restaurante Cabana do Sol,Seridó,14
São Luís - Restaurante Cabana do Sol,Colar metropolitano,10
São Luís - Teatro Arthur Azevedo,Broadway,29
São Luís - Teatro Arthur Azevedo,Praça Pedro II (São Luís),19
São Luís - Teatro Arthur Azevedo,Complexo Deodoro,18
São Luís - Teatro Arthur Azevedo,Reserva Particular do Patrimônio Natural Santuário Caraça,14
São Luís - Teatro Arthur Azevedo,Lista dos fabricantes de automóveis extintos dos Estados Unidos,13
São Luís - Um Olhar Fotográfico pelo Centro Histórico,Praça Pedro II (São Luís),29
São Luís - Um Olhar Fotográfico pelo Centro Histórico,Praça João Lisboa,27
São Luís - Um Olhar Fotográfico pelo Centro Histórico,Departamento de Patrimônio Histórico (São Paulo),26
São Luís - Um Olhar Fotográfico pelo Centro Histórico,Praça Benedito Leite,14
São Luís - Um Olhar Fotográfico pelo Centro Histórico,Parque Estadual da Serra do Ouro Branco,11
São Paulo - Hotel Quality Suites Oscar Freire,Monte Fitz Roy,11
São Paulo - Hotel Quality Suites Oscar Freire,Floresta paludosa,9
São Paulo - Hotel Quality Suites Oscar Freire,Campo de Perizes,8
São Paulo - Hotel Quality Suites Oscar Freire,Departamento de Trabalho dos Estados Unidos,8
São Paulo - Hotel Quality Suites Oscar Freire,Diocese Episcopal de Washington,8
Tauá Grande Hotel e Termas de Araxá,Campinarana,52
Tauá Grande Hotel e Termas de Araxá,Vale de Lluta,40
Tauá Grande Hotel e Termas de Araxá,Mu Torere,22
Tauá Grande Hotel e Termas de Araxá,Portal:Nova Zelândia/Biografia selecionada/1,15
Tauá Grande Hotel e Termas de Araxá,Dryas octopetala,13
Tauá Grande Hotel e Termas de Araxá - Lazer,Furacão John (1994),19
Tauá Grande Hotel e Termas de Araxá - Lazer,Adams (ilha),14
Tauá Grande Hotel e Termas de Araxá - Lazer,Campinarana,12
Tauá Grande Hotel e Termas de Araxá - Lazer,Glaciar Upsala,10
Tauá Grande Hotel e Termas de Araxá - Lazer,Parque Linear Cajuru,9
Tiradentes - Festival de Fotografia 2013,Burning Man,22
Tiradentes - Festival de Fotografia 2013,Revolução de Chuquisaca,19
Tiradentes - Festival de Fotografia 2013,Antelope Canyon,16
Tiradentes - Festival de Fotografia 2013,Castelo da Cinderela,11
Tiradentes - Festival de Fotografia 2013,Falha de Santo André,10
Tiradentes - Loja Imperial Pewter,Mu Torere,44
Tiradentes - Loja Imperial Pewter,Burning Man,16
Tiradentes - Loja Imperial Pewter,Cerro Catedral,10
Tiradentes - Loja Imperial Pewter,Revolução de Chuquisaca,10
Tiradentes - Loja Imperial Pewter,Complexo Deodoro,8
Tiradentes - Restaurante Archote Clube,La Calera,22
Tiradentes - Restaurante Archote Clube,Praça Nauro Machado,16
Tiradentes - Restaurante Archote Clube,Aeroporto Internacional Midway,13
Tiradentes - Restaurante Archote Clube,Arequito,10
Tiradentes - Restaurante Archote Clube,Civilian Marksmanship Program,8
Tiradentes - Uma Visão Geral da Cidade Histórica,Transposição do rio São Francisco,24
Tiradentes - Uma Visão Geral da Cidade Histórica,Lista de premiações especiais do Miss USA,17
Tiradentes - Uma Visão Geral da Cidade Histórica,Frutillar,17
Tiradentes - Uma Visão Geral da Cidade Histórica,Monte Fitz Roy,14
Tiradentes - Uma Visão Geral da Cidade Histórica,Primeira Junta,12
Tiradentes e São João Del Rei em 50mm,Praça João Lisboa,20
Tiradentes e São João Del Rei em 50mm,Praça Pedro II (São Luís),16
Tiradentes e São João Del Rei em 50mm,Nevoeiro de São Francisco,14
Tiradentes e São João Del Rei em 50mm,Plaza de Mayo,14
Tiradentes e São João Del Rei em 50mm,Lista de concentrações urbanas do Brasil por população,12
Tour Comida de Boteco - Passeio em Curitiba,Bosque Reinhard Maack,37
Tour Comida de Boteco - Passeio em Curitiba,Lista de premiações especiais do Miss USA,27
Tour Comida de Boteco - Passeio em Curitiba,Wikipédia:Lista de predefinições/Esboços/Geografia,20
Tour Comida de Boteco - Passeio em Curitiba,Monte Fitz Roy,16
Tour Comida de Boteco - Passeio em Curitiba,Vice-reis do Rio da Prata,16
Valle Nevado Ski Resort - Conhecendo a Estação de Esqui,Cerro Catedral,74
Valle Nevado Ski Resort - Conhecendo a Estação de Esqui,Corredor do Atacama,17
Valle Nevado Ski Resort - Conhecendo a Estação de Esqui,Parque Nacional e Reserva de Denali,14
Valle Nevado Ski Resort - Conhecendo a Estação de Esqui,Dólar neozelandês,12
Valle Nevado Ski Resort - Conhecendo a Estação de Esqui,Auto Club Speedway,8
Valle Nevado Ski Resort - Minha Experiência com o Esqui,Cerro Catedral,100
Valle Nevado Ski Resort - Minha Experiência com o Esqui,Parque Nacional e Reserva de Denali,28
Valle Nevado Ski Resort - Minha Experiência com o Esqui,Auto Club Speedway,14
Valle Nevado Ski Resort - Minha Experiência com o Esqui,San Ignacio Miní,14
Valle Nevado Ski Resort - Minha Experiência com o Esqui,Comissão do 11 de Setembro,13
Vassouras - Lar dos Macacos-Prego,Reserva da Biosfera do Cinturão Verde de São Paulo,16
Vassouras - Lar dos Macacos-Prego,Área de Proteção Ambiental das Reentrâncias Maranhenses,15
Vassouras - Lar dos Macacos-Prego,Balsora,15
Vassouras - Lar dos Macacos-Prego,Planalto do Meio-Norte,12
Vassouras - Lar dos Macacos-Prego,El Capitan (Arizona),8
Vassouras - Pequenos Lençóis,Reserva da Biosfera do Cinturão Verde de São Paulo,55
Vassouras - Pequenos Lençóis,Área de Proteção Ambiental das Reentrâncias Maranhenses,22
Vassouras - Pequenos Lençóis,Lagoa Dom Helvécio,15
Vassouras - Pequenos Lençóis,Rio Bermejo,12
Vassouras - Pequenos Lençóis,Campo de Perizes,12
Verão no Chile - Cuidado com os Tábanos,Lista de parques estaduais do Connecticut,23
Verão no Chile - Cuidado com os Tábanos,Parque Nacional Cavernas do Peruaçu,13
Verão no Chile - Cuidado com os Tábanos,Parque Estadual do Xingu,10
Verão no Chile - Cuidado com os Tábanos,Parque Nacional Vicente Pérez Rosales,10
Verão no Chile - Cuidado com os Tábanos,Vale da Lua,9
Villa Traful - Um Desvio Prazeroso na Rota dos Sete Lagos,Passagem Cardeal Antonio Samoré,41
Villa Traful - Um Desvio Prazeroso na Rota dos Sete Lagos,Grandes Lagos da América do Norte,13
Villa Traful - Um Desvio Prazeroso na Rota dos Sete Lagos,Chile Chico,10
Villa Traful - Um Desvio Prazeroso na Rota dos Sete Lagos,Lago Ranco,10
Villa Traful - Um Desvio Prazeroso na Rota dos Sete Lagos,Antillanca (grupo vulcânico),9
Vulcão Osorno - Subindo o Vulcão,Osorno (vulcão),78
Vulcão Osorno - Subindo o Vulcão,Vulcão Batea Mahuida,11
Vulcão Osorno - Subindo o Vulcão,Vulcão Parinacota,9
Vulcão Osorno - Subindo o Vulcão,Salar de Atacama,8
Vulcão Osorno - Subindo o Vulcão,Altiplano andino,7
Vídeo - Episódio Cachoeira da Farofa na Serra do Cipó,Bacia do rio Paraíba do Sul,17
Vídeo - Episódio Cachoeira da Farofa na Serra do Cipó,Horseshoe Bend (Arizona),13
Vídeo - Episódio Cachoeira da Farofa na Serra do Cipó,Comissão de Negociação de Futuros de Commodities,11
Vídeo - Episódio Cachoeira da Farofa na Serra do Cipó,Lista de cachoeiras do Ceará,9
Vídeo - Episódio Cachoeira da Farofa na Serra do Cipó,Mulher de Pedra,8
Vídeo - Episódio Casa da Quineira,Clement Haynsworth,18
Vídeo - Episódio Casa da Quineira,4 de Juplaya,14
Vídeo - Episódio Casa da Quineira,Planalto do Mato Grosso,12
Vídeo - Episódio Casa da Quineira,Horseshoe Bend (Arizona),11
Vídeo - Episódio Casa da Quineira,Campanha Save Aramoana,10
Vídeo - Episódio Chapada dos Guimarães,Clement Haynsworth,18
Vídeo - Episódio Chapada dos Guimarães,4 de Juplaya,15
Vídeo - Episódio Chapada dos Guimarães,Planície Litorânea do Brasil,13
Vídeo - Episódio Chapada dos Guimarães,Cordilheira da Costa do Pacífico Sul,11
Vídeo - Episódio Chapada dos Guimarães,Campanha do Deserto,10
Vídeo - Episódio Hard Rock Hotel & Casino Punta Cana,American Academy of Arts and Letters,79
Vídeo - Episódio Hard Rock Hotel & Casino Punta Cana,Austin City Limits Music Festival,22
Vídeo - Episódio Hard Rock Hotel & Casino Punta Cana,Lista de recordistas de vendas de discos nos Estados Unidos,17
Vídeo - Episódio Hard Rock Hotel & Casino Punta Cana,Glaciar Fox,12
Vídeo - Episódio Hard Rock Hotel & Casino Punta Cana,La Calera,12
Vídeo - Episódio Hierbas Buenas e Valle del Arcoiris,Osorno (vulcão),49
Vídeo - Episódio Hierbas Buenas e Valle del Arcoiris,Gêiseres de Tatio,47
Vídeo - Episódio Hierbas Buenas e Valle del Arcoiris,Vulcão Peña Blanca,37
Vídeo - Episódio Hierbas Buenas e Valle del Arcoiris,Salar de Atacama,27
Vídeo - Episódio Hierbas Buenas e Valle del Arcoiris,Puna atacamenha,14
Vídeo - Episódio Laguna Torre,Monte Fitz Roy,77
Vídeo - Episódio Laguna Torre,Lista de premiações especiais do Miss USA,21
Vídeo - Episódio Laguna Torre,Horseshoe Bend (Arizona),17
Vídeo - Episódio Laguna Torre,Arquipélago de Chonos,11
Vídeo - Episódio Laguna Torre,Prêmio Indianápolis,10
Vídeo - Episódio Laguna de Los Tres,Monte Fitz Roy,74
Vídeo - Episódio Laguna de Los Tres,Lista de premiações especiais do Miss USA,20
Vídeo - Episódio Laguna de Los Tres,Horseshoe Bend (Arizona),16
Vídeo - Episódio Laguna de Los Tres,Seridó,14
Vídeo - Episódio Laguna de Los Tres,Prêmio Indianápolis,12
Vídeo - Episódio Maria Fumaça,Vice-reis do Rio da Prata,31
Vídeo - Episódio Maria Fumaça,Seridó,16
Vídeo - Episódio Maria Fumaça,Agoura Hills,12
Vídeo - Episódio Maria Fumaça,Coronel (Chile),12
Vídeo - Episódio Maria Fumaça,Greystone Mansion,10
Vídeo - Episódio Maria Fumaça em Campinas,Clement Haynsworth,19
Vídeo - Episódio Maria Fumaça em Campinas,Falha de Santo André,15
Vídeo - Episódio Maria Fumaça em Campinas,Toqui,13
Vídeo - Episódio Maria Fumaça em Campinas,Institutos históricos e geográficos do Brasil,12
Vídeo - Episódio Maria Fumaça em Campinas,Bicentenário da Argentina,10
Vídeo - Episódio Mirante do Centro Geodésico,Planície Litorânea do Brasil,14
Vídeo - Episódio Mirante do Centro Geodésico,Rio Gila,12
Vídeo - Episódio Mirante do Centro Geodésico,Horseshoe Bend (Arizona),12
Vídeo - Episódio Mirante do Centro Geodésico,4 de Juplaya,11
Vídeo - Episódio Mirante do Centro Geodésico,Planalto do Mato Grosso,11
Vídeo - Episódio Music Lab no Hard Rock Hotel & Casino Punta Cana,American Academy of Arts and Letters,72
Vídeo - Episódio Music Lab no Hard Rock Hotel & Casino Punta Cana,Austin City Limits Music Festival,25
Vídeo - Episódio Music Lab no Hard Rock Hotel & Casino Punta Cana,Lista de recordistas de vendas de discos nos Estados Unidos,12
Vídeo - Episódio Music Lab no Hard Rock Hotel & Casino Punta Cana,Glaciar Fox,10
Vídeo - Episódio Music Lab no Hard Rock Hotel & Casino Punta Cana,La Calera,10
Vídeo - Episódio Salar de Atacama,Osorno (vulcão),54
Vídeo - Episódio Salar de Atacama,Salar de Atacama,51
Vídeo - Episódio Salar de Atacama,Gêiseres de Tatio,37
Vídeo - Episódio Salar de Atacama,San Pedro de Atacama,20
Vídeo - Episódio Salar de Atacama,Vulcão Peña Blanca,20
Vídeo - Episódio Valle Nevado Ski Resort,Cerro Catedral,159
Vídeo - Episódio Valle Nevado Ski Resort,Comissão do 11 de Setembro,10
Vídeo - Episódio Valle Nevado Ski Resort,Cordilheira da Costa do Pacífico Sul,8
Vídeo - Episódio Valle Nevado Ski Resort,Juan Lavalle,8
Vídeo - Episódio Valle Nevado Ski Resort,Pico Wheeler (Novo México),7
"Vídeo Morro dos Ventos, Passeio na Chapada dos Guimarães",Cerro Catedral,15
"Vídeo Morro dos Ventos, Passeio na Chapada dos Guimarães",4 de Juplaya,14
"Vídeo Morro dos Ventos, Passeio na Chapada dos Guimarães",Campanha Save Aramoana,10
"Vídeo Morro dos Ventos, Passeio na Chapada dos Guimarães",Planalto do Mato Grosso,10
"Vídeo Morro dos Ventos, Passeio na Chapada dos Guimarães",Planície Litorânea do Brasil,10
"Vídeo da Ponta do Campestre, Chapada dos Guimarães",Cerro Catedral,13
"Vídeo da Ponta do Campestre, Chapada dos Guimarães",Cordilheira da Costa do Pacífico Sul,11
"Vídeo da Ponta do Campestre, Chapada dos Guimarães",4 de Juplaya,11
"Vídeo da Ponta do Campestre, Chapada dos Guimarães",Campanha Save Aramoana,10
"Vídeo da Ponta do Campestre, Chapada dos Guimarães",Planalto do Mato Grosso,10
"Vídeo de Mariana, Minas Gerais",Praça Pedro II (São Luís),39
"Vídeo de Mariana, Minas Gerais",Praça João Lisboa,20
"Vídeo de Mariana, Minas Gerais",Urbanização na Argentina,16
"Vídeo de Mariana, Minas Gerais",Wikipédia:Lista de predefinições/Esboços/Geografia,10
"Vídeo de Mariana, Minas Gerais",Lista de estados brasileiros por número de municípios,9
Washington DC - Cemitério de Arlington,Furacão John (1994),33
Washington DC - Cemitério de Arlington,Robert Stuart (explorador),17
Washington DC - Cemitério de Arlington,Campanha dos Pobres,14
Washington DC - Cemitério de Arlington,Channeled Scabland,14
Washington DC - Cemitério de Arlington,Demografia da Argentina,9
Washington DC - Hotel Capital Hilton,District of Columbia War Memorial,14
Washington DC - Hotel Capital Hilton,Channeled Scabland,12
Washington DC - Hotel Capital Hilton,Adams (ilha),12
Washington DC - Hotel Capital Hilton,Glaciar Upsala,10
Washington DC - Hotel Capital Hilton,Lista de estados brasileiros por número de municípios,10
Workshop de Fotografia de Montanha,Wikipédia:Lista de predefinições/Esboços/Geografia,33
Workshop de Fotografia de Montanha,Horseshoe Bend (Arizona),20
Workshop de Fotografia de Montanha,Parque Nacional e Reserva de Denali,17
Workshop de Fotografia de Montanha,Ilhas ABC (Alasca),14
Workshop de Fotografia de Montanha,Monte Fitz Roy,11
