titulo_documento_origem,titulo_documento_destino,Recomendacoes
Revelando a Foto - Lago do Tauá Grande Hotel de Araxá,Adams (Nova Iorque),4
Revelando a Foto - Pôr do sol na Praia da Conceição,Adams (Nova Iorque),4
Revelando a Foto - Vitral,Adams (Nova Iorque),4
Revelando a Foto - Capela das Velas em Aparecida,Adams (Nova Iorque),4
Revelando a Foto - Vagão de Trem em Campinas,Adams (Texas),3
Revelando a Foto - Namoradeira em Tiradentes,Adams (Texas),2
Jalapão - Trilha na Serra do Espírito Santo,Adams (Texas),2
Revelando a Foto - Cinderela no Magic Kingdom,Adams (Texas),1
Routeburn Track - Do Routeburn Shelter ao Routeburn Falls Hut,Adams (Texas),1
Tauá Grande Hotel e Termas de Araxá - Lazer,Adams (ilha),14
Washington DC - Hotel Capital Hilton,Adams (ilha),12
Tauá Grande Hotel e Termas de Araxá,Adams (ilha),6
Santiago - Cerro Santa Lucía,Adams (ilha),5
Belo Horizonte - Mirante do Mangabeiras,Adams (ilha),4
Revelando a Foto - Arches National Park,Adams Center (Nova Iorque),1
Revelando a Foto - Riacho do Glaciar Huemul,Adams Center (Nova Iorque),1
Revelando a Foto - Schwabacher Landing,Adams Center (Nova Iorque),1
Revelando a Foto - Seward Highway,Adams Center (Nova Iorque),1
Nova Zelândia - Visitando Wanaka,Adams Morgan,7
Tauá Grande Hotel e Termas de Araxá - Lazer,Adams Morgan,5
Inhotim - Em Busca da Flor Cadáver,Adams Morgan,4
Nova Zelândia - Roteiro,Adams Morgan,4
Revelando a Foto - Galeria Adriana Varejão,Adams Morgan,4
Hard Rock Hotel & Casino Punta Cana - Suíte Caribe,Addison (Illinois),1
Revelando a Foto - Silhueta nos Lençóis Maranhenses,Addison (Illinois),1
Barreirinhas - Passeio de Voadeira pelo Rio Preguiças,Addison (Nova Iorque),4
Revelando a Foto - Cemitério da Igreja de São Francisco de Assis,Addison (Nova Iorque),4
Vassouras - Pequenos Lençóis,Addison (Nova Iorque),4
Mandacaru - Visitando o Farol Preguiças,Addison (Nova Iorque),4
Revelando a Foto - Matriz de Santo Antônio,Addison (Nova Iorque),3
São João del Rei - Garden Hill Small Resort,Addison (Texas),2
Revelando a Foto - Moldura de Paisagem,Addison (Texas),1
Revelando a Foto - Animal Dentro de Jaula,Adelanto,4
Hobbiton - Cidade dos Hobbits na Nova Zelândia,Adelanto,2
Revelando a Foto - Central Park em NY,Adelanto,2
Revelando a Foto - Inspiration Point no Bryce Canyon,Adelanto,2
Revelando a Foto - Navajo Lake,Adelanto,2
Parque Nacional Lanín - Passeando entre Lagos e o Vulcão Lanín,Adelia María,3
Alasca - Visitando o Denali National Park and Preserve,Adelia María,1
El Calafate - Estancia Cristina,Adelia María,1
Paso Córdoba - De San Martín de los Andes a Bariloche,Adelia María,1
Revelando a Foto - Navajo Lake,Adelia María,1
Islândia - Como Organizar uma Viagem de Campervan,Adger,1
Mandacaru - A Melhor Caipirinha de Caju,Adger,1
"Puerto Varas - Restaurante, Cafeteria e Chocolateria Cassis",Adger,1
Revelando a Foto - Basílica de Nossa Senhora Aparecida,Adger,1
Barcelona - Mercat de la Boqueria,Adkins (Texas),2
Frutillar - Em Preto e Branco,Adkins (Texas),1
Puerto Montt - Explorando a Região Portuária,Adkins (Texas),1
Tiradentes - Loja Imperial Pewter,Adkins (Texas),1
Vídeo - Episódio Hierbas Buenas e Valle del Arcoiris,Adolfo Alsina,1
Bariloche - Cerro Tronador e Cascada los Alerces,Adolfo Alsina (departamento),2
Patagônia - Roteiro,Adolfo Alsina (departamento),1
Revelando a Foto - Arches National Park,Adolfo Alsina (departamento),1
Bariloche - Restaurante La Lola,Adolfo Gonzales Chaves,4
Revelando a Foto - Dia das Crianças,Adolfo Gonzales Chaves,2
Vídeo - Episódio Music Lab no Hard Rock Hotel & Casino Punta Cana,Adolfo Gonzales Chaves,2
Revelando a Foto - Luz em Movimento em Diamantina,Adolfo Gonzales Chaves,1
Bariloche - Isla Victoria y Bosque de Arrayanes,Adolfo Van Praet,2
Revelando a Foto - Dia das Crianças,Adolfo Van Praet,2
Vídeo - Episódio Music Lab no Hard Rock Hotel & Casino Punta Cana,Adolfo Van Praet,2
Bariloche - Restaurante La Lola,Adolfo Van Praet,1
Revelando a Foto - Macrofotografia em Itacaré,Adolfo Van Praet,1
#TchÊncontro - Encontro de Blogueiros em Porto Alegre,Adrogué,3
Bariloche - Centro Cívico,Adrogué,2
Alasca - Denali Morning Hostel,Adrogué,1
Barcelona - Curso de Fotografia ,Adrogué,1
Revelando a Foto - Estrada em Paineiras,Adrogué,1
29 de Fevereiro - Leap Day,Ady,1
Vídeo - Episódio Casa da Quineira,Ady,1
Vídeo - Episódio Chapada dos Guimarães,Ady,1
"Vídeo Morro dos Ventos, Passeio na Chapada dos Guimarães",Ady,1
"Vídeo da Ponta do Campestre, Chapada dos Guimarães",Ady,1
Santiago - Entardecer no Cerro San Cristóbal,Aeroporto Internacional Carlos Ibáñez del Campo,7
Chile - Não Durma no Voo,Aeroporto Internacional Carlos Ibáñez del Campo,4
Revelando a Foto - Alamo Square em San Francisco,Aeroporto Internacional Carlos Ibáñez del Campo,3
Valle Nevado Ski Resort - Conhecendo a Estação de Esqui,Aeroporto Internacional Carlos Ibáñez del Campo,3
Santiago - Vinícola Concha y Toro,Aeroporto Internacional Carlos Ibáñez del Campo,3
Guarulhos - Hotel Slaviero Executive Guarulhos,Aeroporto Internacional Midway,58
Islândia - Roteiro,Aeroporto Internacional Midway,21
Santiago - Restaurante Backstage Experience,Aeroporto Internacional Midway,17
Islândia - Como Dirigir,Aeroporto Internacional Midway,16
Barcelona - Curso de Fotografia ,Aeroporto Internacional Midway,14
Guarulhos - Hotel Slaviero Executive Guarulhos,Aeroporto Internacional Washington Dulles,12
Seward - Alaska SeaLife Center,Aeroporto Internacional Washington Dulles,5
Islândia - Roteiro,Aeroporto Internacional Washington Dulles,4
Revelando a Foto - Pão de Açúcar,Aeroporto Internacional Washington Dulles,4
Valle Nevado Ski Resort - Conhecendo a Estação de Esqui,Aeroporto Internacional Washington Dulles,4
Guarulhos - Hotel Slaviero Executive Guarulhos,Aeroporto Internacional de Charlotte-Douglas,19
Islândia - Roteiro,Aeroporto Internacional de Charlotte-Douglas,17
Islândia - Como Dirigir,Aeroporto Internacional de Charlotte-Douglas,13
Islândia - Como Organizar uma Viagem de Campervan,Aeroporto Internacional de Charlotte-Douglas,12
Revelando a Foto - Amanhecer no John Moulton Barn,Aeroporto Internacional de Charlotte-Douglas,11
Hobbiton - Cidade dos Hobbits na Nova Zelândia,Affton,2
Revelando a Foto - Maria Fumaça,Affton,2
São Luís - Centro de Cultura Popular Domingos Vieira Filho,Affton,2
Vídeo - Episódio Maria Fumaça,Affton,2
Revelando a Foto - Dia das Crianças,Affton,1
Vassouras - Pequenos Lençóis,Afognak,4
Barreirinhas - Passeio de Voadeira pelo Rio Preguiças,Afognak,3
Porque Gostamos de Voar pela LAN,Afognak,2
Revelando a Foto - Vitral,Afognak,2
Revelando a Foto - Seward Highway,Afognak,2
Santiago - Post índice,African American Civil War Memorial,2
Aplicativo - The Weather Channel - Previsão Meteorológica ,African American Civil War Memorial,1
Blogagem Coletiva - 12 Posts Especiais de 2012,African American Civil War Memorial,1
Chapada dos Guimarães - Mirante Morro dos Ventos,African American Civil War Memorial,1
Revelando a Foto - Pão de Açúcar,African American Civil War Memorial,1
Revelando a Foto - Monument Valley,Afton (Nova Iorque),2
Revelando a Foto - Maria Fumaça em Tiradentes,Afton (Nova Iorque),1
Washington DC - Hotel Capital Hilton,Afton (Nova Iorque),1
Belo Horizonte - Memorial Minas Gerais - Vale,Afton (Texas),2
Porque Gostamos de Voar pela LAN,Afton (Texas),2
29 de Fevereiro - Leap Day,Afton (Texas),1
Belo Horizonte - Caminhada da Lua Cheia,Afton (Texas),1
Caeté - Serra da Piedade,Afton (Texas),1
Palmas - Pôr do Sol na Ilha da Canela,Agatha (Califórnia),2
Revelando a Foto - Pôr do Sol na Ilha da Canela,Agatha (Califórnia),2
,Agatha (Califórnia),1
Bariloche - Cervejaria Antares,Agatha (Califórnia),1
Jalapão - Canoagem no Rio Novo,Agatha (Califórnia),1
Revelando a Foto - Bear Lake State Tabernacle,Agawam,8
Revelando a Foto - Escadas da Sagrada Família,Agawam,4
Barcelona - Curso de Fotografia ,Agawam,2
Frutillar - Em Preto e Branco,Agawam,2
Hobbiton - Cidade dos Hobbits na Nova Zelândia,Agawam,2
I Encontro de Inverno de Blogueiros de Viagem,Agoura,15
São João del Rei - Garden Hill Small Resort,Agoura,9
Revelando a Foto - Maria Fumaça,Agoura,8
Vídeo - Episódio Maria Fumaça,Agoura,8
Jalapão - Um Refresco para o Calor,Agoura,3
Vídeo - Episódio Maria Fumaça,Agoura Hills,12
I Encontro de Inverno de Blogueiros de Viagem,Agoura Hills,5
Jalapão - Um Refresco para o Calor,Agoura Hills,4
Revelando a Foto - Maria Fumaça,Agoura Hills,4
,Agoura Hills,2
Barcelona - Mercat de la Boqueria,Agreste,4
Bariloche - Centro Cívico,Agreste,4
Revelando a Foto - Grand Prismatic Spring,Agreste,2
Revelando a Foto - Maria Fumaça em Tiradentes,Agreste,2
Revelando a Foto - Prédios em NY,Agreste,2
Revelando a Foto - Pôr do sol na Praia da Conceição,Agua Dulce (Califórnia),2
Vídeo - Episódio Maria Fumaça,Agua Dulce (Califórnia),1
Guarulhos - Hotel Slaviero Executive Guarulhos,Agua Fria (Califórnia),10
Verão no Chile - Cuidado com os Tábanos,Agua Fria (Califórnia),8
Chapada dos Guimarães - Mirante do Centro Geodésico,Agua Fria (Califórnia),4
Islândia - Como Organizar uma Viagem de Campervan,Agua Fria (Califórnia),4
São Paulo - Hotel Quality Suites Oscar Freire,Agua Fria (Califórnia),4
El Chaltén - Lago del Desierto e Glaciar Huemul,Agua Nueva,1
São Luís - Centro de Cultura Popular Domingos Vieira Filho,Agua Nueva,1
Bariloche - Post Índice,Agua de Oro,3
Barreirinhas - Restaurante Barlavento,Agua de Oro,1
Punta Cana - Hard Rock Hotel & Casino Punta Cana,Agua de Oro,1
Caeté - Serra da Piedade,Aguará Grande,6
Bariloche - Post Índice,Aguará Grande,4
Vídeo - Episódio Hard Rock Hotel & Casino Punta Cana,Aguará Grande,3
Hard Rock Hotel & Casino Punta Cana - Suíte Caribe,Aguará Grande,2
Punta Cana - Hard Rock Hotel & Casino Punta Cana,Aguará Grande,2
,Aguilares (Texas),4
El Chaltén - Trekking no Glaciar Viedma,Aguilares (Texas),4
Barcelona - Curso de Fotografia ,Aguilares (Texas),2
Bariloche - Catedral Nuestra Señora del Nahuel Huapi,Aguilares (Texas),2
Bariloche - Centro Cívico,Aguilares (Texas),2
Santiago - Entardecer no Cerro San Cristóbal,Aguirre (departamento),3
Santiago - Tirando suas dúvidas - Ask me,Aguirre (departamento),2
Porque Gostamos de Voar pela LAN,Aguirre (departamento),1
Revelando a Foto - Lago Meliquina,Aguirre (departamento),1
,Agustoni,2
Campinas - Passeio de Maria Fumaça,Agustoni,1
Jalapão - Capim Dourado,Agustoni,1
Palmas - Pôr do Sol na Ilha da Canela,Agustoni,1
Revelando a Foto - Exposição Albinos,Agustoni,1
Blogagem Coletiva - Foto Jacu: Você ainda vai ter uma!,Agência de Proteção Ambiental dos Estados Unidos,2
Frutillar - Cidade Musical,Agência de Proteção Ambiental dos Estados Unidos,2
Revelando a Foto - Romance em NY,Agência de Proteção Ambiental dos Estados Unidos,2
De Anchorage ao Denali - Dirigindo pela Alaska Highway 3,Agência de Proteção Ambiental dos Estados Unidos,1
Do Chile a Argentina sob Cinzas Vulcânicas,Agência de Proteção Ambiental dos Estados Unidos,1
Fernando de Noronha - Mergulho,"Agência de Álcool, Tabaco, Armas de Fogo e Explosivos",3
Revelando a Foto - Igreja São Francisco de Assis em Diamantina,"Agência de Álcool, Tabaco, Armas de Fogo e Explosivos",2
Revelando a Foto - Metropolitan,"Agência de Álcool, Tabaco, Armas de Fogo e Explosivos",2
Revelando a Foto - Visão de Formiga em Tiradentes,"Agência de Álcool, Tabaco, Armas de Fogo e Explosivos",2
Curitiba - Cupcake Company,"Agência de Álcool, Tabaco, Armas de Fogo e Explosivos",1
Fernando de Noronha - Parque Nacional Marinho,Aiea (Havaí),2
Revelando a Foto - Cinderela no Magic Kingdom,Aiea (Havaí),2
Revelando a Foto - Zabriskie Point,Aiea (Havaí),2
Belo Horizonte - Decoração de Natal da Praça da Liberdade,Aiken (Texas),1
Cardosa - Flutuação no Rio Formiga,Aiken (Texas),1
Revelando a Foto - Futebol Americano em BH,Aiken (Texas),1
Revelando a Foto - Outubro Rosa,Aiken (Texas),1
Santiago - Restaurante Aquí Está Coco,Aiken (Texas),1
,Aimogasta,3
Alasca - Vida Selvagem no Denali National Park and Preserve,Aimogasta,1
Bariloche - Cerro Tronador e Cascada los Alerces,Aimogasta,1
Revelando a Foto - Delicate Arch,Aimogasta,1
Revelando a Foto - Frutillar,Aimogasta,1
Revelando a Foto - Schwabacher Landing,Air Force Academy,12
Revelando a Foto - Parque das Aves,Air Force Academy,3
Revelando a Foto - Forrest Gump Point e Monument Valley,Airmont (Nova Iorque),1
Revelando a Foto - Frutillar,Aisén (comuna),4
Do Chile a Argentina sob Cinzas Vulcânicas,Aisén (comuna),3
Revelando a Foto - Vitral,Aisén (comuna),3
,Aisén (comuna),3
Bariloche - Catedral Nuestra Señora del Nahuel Huapi,Aisén (comuna),2
29 de Fevereiro - Leap Day,Aisén (província),1
Atacama - Tour do Vinho,Aisén (província),1
Santiago - Cerro San Cristóbal,Aisén (província),1
Valle Nevado Ski Resort - Minha Experiência com o Esqui,Aisén (província),1
Vídeo - Episódio Salar de Atacama,Aisén (província),1
Revelando a Foto - Bear Lake State Tabernacle,Ajo (Arizona),2
Revelando a Foto - Macrofotografia em Itacaré,Ajo (Arizona),2
Revelando a Foto - Moldura no Central Park,Ajo (Arizona),2
Revelando a Foto - Monument Valley,Ajo (Arizona),2
El Calafate - Estancia Cristina,Ajo (Arizona),1
Bariloche - Catedral Nuestra Señora del Nahuel Huapi,Akiachak (Alasca),1
El Chaltén - Trekking no Glaciar Viedma,Akiachak (Alasca),1
El Chaltén - Trilha para o Chorrillo del Salto,Akiachak (Alasca),1
Revelando a Foto - Bear Lake State Tabernacle,Akiachak (Alasca),1
Revelando a Foto - Futebol Americano em BH,Akiachak (Alasca),1
El Calafate - Mini Trekking no Perito Moreno,Akiak (Alasca),1
Revelando a Foto - Amanhecer no John Moulton Barn,Akitio,2
,Akitio,1
Bariloche - Post Índice,Akitio,1
Dicas de Fotografia - Como Tirar Fotos de Água em Movimento,Akitio,1
Inhotim - Em Busca da Flor Cadáver,Akitio,1
Revelando a Foto - Lake Powell,Akron (Ohio),4
Revelando a Foto - Alamo Square em San Francisco,Akron (Ohio),3
Aparecida - Sala das Promessas,Akron (Ohio),2
Revelando a Foto - Bear Lake State Tabernacle,Akron (Ohio),2
Revelando a Foto - Forrest Gump Point e Monument Valley,Akron (Ohio),2
São Luís - Centro de Cultura Popular Domingos Vieira Filho,Alabama Central,9
Revelando a Foto - Escadas da Sagrada Família,Alabama Central,8
Revelando a Foto - Ponte do Brooklyn em NY,Alabama Central,7
Revelando a Foto - Mount Moran,Alabama Central,5
Revelando a Foto - Parc Guell,Alabama Central,5
Revelando a Foto - Futebol Americano em BH,Alabama Port,9
Revelando a Foto - Amanhecer no John Moulton Barn,Alabama Port,8
Dicas - Como se Comportar em Habitats de Ursos,Alabama Port,6
Revelando a Foto - Ponte do Brooklyn em NY,Alabama Port,6
Vassouras - Lar dos Macacos-Prego,Alabama Port,6
Revelando a Foto - Denali Park Road,Alachua,6
Revelando a Foto - Bear Lake State Tabernacle,Alachua,4
Revelando a Foto - Cinderela no Magic Kingdom,Alachua,4
Circuito W - Las Torres del Paine,Alachua,2
Revelando a Foto - Animal Dentro de Jaula,Alachua,2
Revelando a Foto - Orca no Sea World,Alameda (Califórnia),6
Revelando a Foto - Denali Park Road,Alameda (Califórnia),4
Circuito W - Lago e Glaciar Grey,Alameda (Califórnia),3
Revelando a Foto - Bear Lake State Tabernacle,Alameda (Califórnia),3
Revelando a Foto - Central Park em NY,Alameda (Califórnia),3
Revelando a Foto - Bear Lake State Tabernacle,Alamo (Califórnia),3
Revelando a Foto - Cemitério da Igreja de São Francisco de Assis,Alamo (Califórnia),2
Revelando a Foto - Futebol Americano em BH,Alamo (Califórnia),2
Revelando a Foto - Ninho do Pássaro,Alamo (Califórnia),2
Revelando a Foto - Vulcão Osorno,Alamo (Califórnia),2
Dicas - Como se Comportar em Habitats de Ursos,Alamo Beach,2
Revelando a Foto - Amanhecer no John Moulton Barn,Alamo Beach,2
Vassouras - Lar dos Macacos-Prego,Alamo Beach,2
29 de Fevereiro - Leap Day,Alamo Beach,1
Aplicativo - The Weather Channel - Previsão Meteorológica ,Alamo Beach,1
Revelando a Foto - Blue Pools,Alamo Heights,1
Revelando a Foto - Delicate Arch,Alamo Heights,1
Revelando a Foto - Maria Fumaça,Alamo Heights,1
Revelando a Foto - Moldura de Paisagem,Alamo Heights,1
Revelando a Foto - Preto e branco em San Francisco,Alamo Heights,1
Santiago - Cerro San Cristóbal,Alamogordo (Novo México),6
Caeté - Serra da Piedade,Alamogordo (Novo México),5
Revelando a Foto - Frutillar,Alamogordo (Novo México),3
Frutillar - Museo Colonial Alemán,Alamogordo (Novo México),2
São Luís - Um Olhar Fotográfico pelo Centro Histórico,Alamogordo (Novo México),2
Santiago - Catedral Metropolitana de Santiago,Alanreed,5
Fernando de Noronha - Ilha Tour,Alanreed,2
Revelando a Foto - Amanhecer no John Moulton Barn,Alanreed,1
Revelando a Foto - Schwabacher Landing,Alanreed,1
Bariloche - Restaurante Jauja,Alarcón (Entre Ríos),2
Revelando a Foto - Glacier Point no Yosemite,Alarcón (Entre Ríos),2
Frutillar - Cidade Musical,Alarcón (Entre Ríos),1
Revelando a Foto - Lago do Tauá Grande Hotel de Araxá,Alarme falso de míssil no Havaí em 2018,6
Verão no Chile - Cuidado com os Tábanos,Alarme falso de míssil no Havaí em 2018,5
Revelando a Foto - Outubro Rosa,Alarme falso de míssil no Havaí em 2018,5
Revelando a Foto - Ponte do Brooklyn em NY,Alarme falso de míssil no Havaí em 2018,4
Revelando a Foto - Riacho do Glaciar Huemul,Alarme falso de míssil no Havaí em 2018,4
Alasca - Visitando o Denali National Park and Preserve,Alaska Native Claims Settlement Act,2
Alasca - Roteiro,Alaska Native Claims Settlement Act,1
Revelando a Foto - Arches National Park,Alaska Native Claims Settlement Act,1
